Degree,Specialization,state_abbr,12percentage,Specialization_Degree,Performance_Bin,Performance_Specialization,Degree_State,12percentage_normalized
B.Tech/B.E.,mechanical engineering, WA,0.6769609059532135,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ WA,0.6769609059532135
MCA,computer application, NSW,0.7256874732116673,computer application_MCA,80-100,80-100_computer application,MCA_ NSW,0.7256874732116673
B.Tech/B.E.,computer science & engineering, SA,0.8339687337860092,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.8339687337860092
B.Tech/B.E.,information technology, SA,0.5993593358749353,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ SA,0.5993593358749353
B.Tech/B.E.,electronics and communication engineering, NSW,0.8339687337860092,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.8339687337860092
B.Tech/B.E.,electrical engineering, ACT,0.7365155992691014,electrical engineering_B.Tech/B.E.,80-100,80-100_electrical engineering,B.Tech/B.E._ ACT,0.7365155992691014
B.Tech/B.E.,electronics and electrical engineering, QLD,0.5091249520629838,electronics and electrical engineering_B.Tech/B.E.,70-80,70-80_electronics and electrical engineering,B.Tech/B.E._ QLD,0.5091249520629838
B.Tech/B.E.,computer science & engineering, ACT,0.581312459112545,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.581312459112545
B.Tech/B.E.,information technology, TAS,0.51634370276794,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ TAS,0.51634370276794
B.Tech/B.E.,computer science & engineering, VIC,0.8484062351959213,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ VIC,0.8484062351959213
B.Tech/B.E.,computer science & engineering, TAS,0.6246249633422817,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ TAS,0.6246249633422817
B.Tech/B.E.,electronics and communication engineering, WA,0.458593697128291,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.458593697128291
B.Tech/B.E.,telecommunication engineering, QLD,0.5145390150917007,telecommunication engineering_B.Tech/B.E.,70-80,70-80_telecommunication engineering,B.Tech/B.E._ QLD,0.5145390150917007
B.Tech/B.E.,computer science & engineering, TAS,0.5199530781204179,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ TAS,0.5199530781204179
B.Tech/B.E.,information technology, VIC,0.7365155992691014,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ VIC,0.7365155992691014
MCA,computer application, NSW,0.5601976133005483,computer application_MCA,70-80,70-80_computer application,MCA_ NSW,0.5601976133005483
MCA,computer application, SA,0.3827968147262516,computer application_MCA,60-70,60-70_computer application,MCA_ SA,0.3827968147262516
B.Tech/B.E.,computer engineering, TAS,0.18428117033995828,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ TAS,0.18428117033995828
MCA,computer application, QLD,0.4737530736086989,computer application_MCA,60-70,60-70_computer application,MCA_ QLD,0.4737530736086989
B.Tech/B.E.,computer engineering, ACT,0.5993593358749353,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ ACT,0.5993593358749353
MCA,computer application, VIC,0.3286561844390806,computer application_MCA,60-70,60-70_computer application,MCA_ VIC,0.3286561844390806
B.Tech/B.E.,information technology, VIC,0.5488280809402425,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.5488280809402425
B.Tech/B.E.,computer science & engineering, QLD,0.5704843330551109,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ QLD,0.5704843330551109
B.Tech/B.E.,mechanical engineering, SA,0.5093054208306077,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ SA,0.5093054208306077
B.Tech/B.E.,computer science & engineering, ACT,0.18428117033995828,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ ACT,0.18428117033995828
B.Tech/B.E.,electronics and communication engineering, NT,0.8520156105483995,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.8520156105483995
B.Tech/B.E.,computer science & engineering, TAS,0.8538202982246385,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.8538202982246385
B.Tech/B.E.,electronics and communication engineering, VIC,0.36474993796386135,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ VIC,0.36474993796386135
B.Tech/B.E.,electronics & telecommunications, SA,0.815921857023619,electronics & telecommunications_B.Tech/B.E.,80-100,80-100_electronics & telecommunications,B.Tech/B.E._ SA,0.815921857023619
B.Tech/B.E.,computer science & engineering, WA,0.3322655597915588,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ WA,0.3322655597915588
MCA,computer application, ACT,0.3791874393737734,computer application_MCA,60-70,60-70_computer application,MCA_ ACT,0.3791874393737734
B.Tech/B.E.,computer science & engineering, QLD,0.9548828080940243,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ QLD,0.9548828080940243
B.Tech/B.E.,information technology, WA,0.7689999774414041,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ WA,0.7689999774414041
B.Tech/B.E.,electronics and communication engineering, TAS,0.7491484130027747,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.7491484130027747
B.Tech/B.E.,electronics and communication engineering, VIC,0.5091249520629838,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ VIC,0.5091249520629838
B.Tech/B.E.,information technology, NSW,0.607299961650387,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NSW,0.607299961650387
B.Tech/B.E.,electronics and communication engineering, TAS,0.746802319023664,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.746802319023664
B.Tech/B.E.,electronics and communication engineering, NSW,0.7798281034988382,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.7798281034988382
B.Tech/B.E.,computer engineering, ACT,0.5271718288253741,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ ACT,0.5271718288253741
B.Tech/B.E.,telecommunication engineering, QLD,0.7015046583500643,telecommunication engineering_B.Tech/B.E.,80-100,80-100_telecommunication engineering,B.Tech/B.E._ QLD,0.7015046583500643
B.Tech/B.E.,computer science & engineering, WA,0.4730311985382031,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ WA,0.4730311985382031
B.Tech/B.E.,computer science & engineering, NSW,0.8177265446998577,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.8177265446998577
B.Tech/B.E.,instrumentation engineering, QLD,0.4982968260055497,instrumentation engineering_B.Tech/B.E.,70-80,70-80_instrumentation engineering,B.Tech/B.E._ QLD,0.4982968260055497
B.Tech/B.E.,electronics and communication engineering, ACT,0.5452187055877643,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ ACT,0.5452187055877643
B.Tech/B.E.,electronics and communication engineering, WA,0.584921834465023,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ WA,0.584921834465023
B.Tech/B.E.,electronics and electrical engineering, TAS,0.7148593471542334,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ TAS,0.7148593471542334
B.Tech/B.E.,biotechnology, WA,0.6571093415145842,biotechnology_B.Tech/B.E.,70-80,70-80_biotechnology,B.Tech/B.E._ WA,0.6571093415145842
B.Tech/B.E.,information technology, NSW,0.5993593358749353,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NSW,0.5993593358749353
B.Tech/B.E.,electronics and communication engineering, SA,0.7798281034988382,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ SA,0.7798281034988382
B.Tech/B.E.,electronics and communication engineering, ACT,0.6715468429244965,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ ACT,0.6715468429244965
B.Tech/B.E.,computer science & engineering, ACT,0.45498432177581283,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ ACT,0.45498432177581283
B.Tech/B.E.,computer science & engineering, NSW,0.5966523043605766,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NSW,0.5966523043605766
B.Tech/B.E.,mechanical engineering, NSW,0.5993593358749353,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ NSW,0.5993593358749353
B.Tech/B.E.,electronics and communication engineering, WA,0.45498432177581283,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.45498432177581283
B.Tech/B.E.,electronics and communication engineering, NSW,0.6174062126373255,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NSW,0.6174062126373255
B.Tech/B.E.,mechanical engineering, SA,0.7854226352951793,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ SA,0.7854226352951793
MCA,computer application, WA,0.1922217961154099,computer application_MCA,50-60,50-60_computer application,MCA_ WA,0.1922217961154099
B.Tech/B.E.,computer science & engineering, SA,0.3827968147262516,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.3827968147262516
B.Tech/B.E.,information technology, SA,0.3286561844390806,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ SA,0.3286561844390806
B.Tech/B.E.,computer science & engineering, ACT,0.3286561844390806,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ ACT,0.3286561844390806
B.Tech/B.E.,electronics and communication engineering, NT,0.7112499718017552,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.7112499718017552
B.Tech/B.E.,computer engineering, VIC,0.5657921450968894,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ VIC,0.5657921450968894
MCA,computer application, SA,0.38875228405784046,computer application_MCA,60-70,60-70_computer application,MCA_ SA,0.38875228405784046
B.Tech/B.E.,electronics and communication engineering, WA,0.693203095039365,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.693203095039365
B.Tech/B.E.,electronics and communication engineering, VIC,0.4297186943084662,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ VIC,0.4297186943084662
B.Tech/B.E.,instrumentation and control engineering, NT,0.6895937196868868,instrumentation and control engineering_B.Tech/B.E.,80-100,80-100_instrumentation and control engineering,B.Tech/B.E._ NT,0.6895937196868868
MCA,computer application, NT,0.27451555415190987,computer application_MCA,50-60,50-60_computer application,MCA_ NT,0.27451555415190987
B.Tech/B.E.,electronics and communication engineering, TAS,0.7256874732116673,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.7256874732116673
B.Tech/B.E.,computer engineering, QLD,0.830359358433531,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ QLD,0.830359358433531
MCA,computer application, SA,0.7978749802612285,computer application_MCA,80-100,80-100_computer application,MCA_ SA,0.7978749802612285
B.Tech/B.E.,industrial engineering, NSW,0.5903358974937402,industrial engineering_B.Tech/B.E.,70-80,70-80_industrial engineering,B.Tech/B.E._ NSW,0.5903358974937402
B.Tech/B.E.,electronics and electrical engineering, TAS,0.393083534480814,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ TAS,0.393083534480814
B.Tech/B.E.,computer science & engineering, NSW,0.2961718062667783,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ NSW,0.2961718062667783
B.Tech/B.E.,electrical engineering, TAS,0.7220780978591893,electrical engineering_B.Tech/B.E.,80-100,80-100_electrical engineering,B.Tech/B.E._ TAS,0.7220780978591893
B.Tech/B.E.,electronics and communication engineering, ACT,0.31421868302916856,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ ACT,0.31421868302916856
MCA,computer application, QLD,0.3467030612014711,computer application_MCA,60-70,60-70_computer application,MCA_ QLD,0.3467030612014711
B.Tech/B.E.,electronics and communication engineering, VIC,0.40084369148864185,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ VIC,0.40084369148864185
B.Tech/B.E.,electronics and communication engineering, NT,0.3827968147262516,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NT,0.3827968147262516
B.Tech/B.E.,electronics and communication engineering, ACT,0.4838593245956372,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ ACT,0.4838593245956372
B.Tech/B.E.,mechanical engineering, VIC,0.6859843443344086,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ VIC,0.6859843443344086
B.Tech/B.E.,computer engineering, NT,0.4730311985382031,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ NT,0.4730311985382031
B.Tech/B.E.,electronics and communication engineering, QLD,0.5782444900629385,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ QLD,0.5782444900629385
B.Tech/B.E.,electronics and electrical engineering, NT,0.8556249859008777,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ NT,0.8556249859008777
B.Tech/B.E.,electronics and communication engineering, TAS,0.761781226736448,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.761781226736448
B.Tech/B.E.,electronics and communication engineering, TAS,0.5704843330551109,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.5704843330551109
B.Tech/B.E.,industrial & production engineering, TAS,0.9151796792167656,industrial & production engineering_B.Tech/B.E.,80-100,80-100_industrial & production engineering,B.Tech/B.E._ TAS,0.9151796792167656
B.Tech/B.E.,electronics and communication engineering, VIC,0.8772812380157461,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.8772812380157461
B.Tech/B.E.,electronics and electrical engineering, WA,0.9747343725326535,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ WA,0.9747343725326535
B.Tech/B.E.,computer science & engineering, NSW,0.4730311985382031,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NSW,0.4730311985382031
B.Tech/B.E.,computer engineering, NT,0.7437343499740577,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ NT,0.7437343499740577
B.Tech/B.E.,biotechnology, TAS,0.6426718401046722,biotechnology_B.Tech/B.E.,70-80,70-80_biotechnology,B.Tech/B.E._ TAS,0.6426718401046722
B.Tech/B.E.,electronics and communication engineering, WA,0.8195312323760969,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.8195312323760969
B.Tech/B.E.,computer science & engineering, ACT,0.4982968260055497,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.4982968260055497
B.Tech/B.E.,computer engineering, NT,0.29942024408400847,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ NT,0.29942024408400847
B.Tech/B.E.,information technology, NSW,0.5632655823501546,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NSW,0.5632655823501546
B.Tech/B.E.,electronics and communication engineering, NT,0.6895937196868868,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.6895937196868868
B.Tech/B.E.,biotechnology, WA,0.8754765503395069,biotechnology_B.Tech/B.E.,80-100,80-100_biotechnology,B.Tech/B.E._ WA,0.8754765503395069
B.Tech/B.E.,electronics and communication engineering, SA,0.23842180062712914,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ SA,0.23842180062712914
B.Tech/B.E.,information technology, VIC,0.7978749802612285,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ VIC,0.7978749802612285
B.Tech/B.E.,computer science & engineering, NSW,0.42430463127974927,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NSW,0.42430463127974927
B.Tech/B.E.,electronics & telecommunications, WA,0.45498432177581283,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ WA,0.45498432177581283
B.Tech/B.E.,computer science & engineering, NT,0.5704843330551109,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NT,0.5704843330551109
B.Tech/B.E.,electronics and communication engineering, NT,0.5379999548828082,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NT,0.5379999548828082
B.Tech/B.E.,computer engineering, QLD,0.36114056261138316,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ QLD,0.36114056261138316
B.Tech/B.E.,electronics and communication engineering, WA,0.4215975997653908,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.4215975997653908
B.Tech/B.E.,computer engineering, WA,0.27451555415190987,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ WA,0.27451555415190987
B.Tech/B.E.,mechanical engineering, ACT,0.5271718288253741,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ ACT,0.5271718288253741
B.Tech/B.E.,electronics & telecommunications, ACT,0.4188905682510321,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ ACT,0.4188905682510321
B.Tech/B.E.,mechanical engineering, SA,0.8339687337860092,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ SA,0.8339687337860092
B.Tech/B.E.,computer science & engineering, QLD,0.7437343499740577,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ QLD,0.7437343499740577
B.Tech/B.E.,computer science & engineering, ACT,0.6643280922195401,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.6643280922195401
B.Tech/B.E.,electronics & telecommunications, SA,0.6926616887364933,electronics & telecommunications_B.Tech/B.E.,80-100,80-100_electronics & telecommunications,B.Tech/B.E._ SA,0.6926616887364933
B.Tech/B.E.,computer science & engineering, SA,0.46400776015700795,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.46400776015700795
B.Tech/B.E.,electronics and electrical engineering, TAS,0.42791400663222745,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ TAS,0.42791400663222745
B.Tech/B.E.,computer science & engineering, ACT,0.6426718401046722,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.6426718401046722
MCA,computer application, TAS,0.18428117033995828,computer application_MCA,50-60,50-60_computer application,MCA_ TAS,0.18428117033995828
B.Tech/B.E.,electronics and communication engineering, TAS,0.5740937084075887,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.5740937084075887
B.Tech/B.E.,information technology, NT,0.6354530893997158,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NT,0.6354530893997158
B.Tech/B.E.,mechanical engineering, TAS,0.5271718288253741,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ TAS,0.5271718288253741
MCA,computer application, TAS,0.4946874506530715,computer application_MCA,70-80,70-80_computer application,MCA_ TAS,0.4946874506530715
B.Tech/B.E.,computer engineering, VIC,0.5343905795303302,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ VIC,0.5343905795303302
B.Tech/B.E.,information technology, NT,0.3719686886688175,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NT,0.3719686886688175
B.Tech/B.E.,computer engineering, WA,0.19871867174987046,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ WA,0.19871867174987046
B.Tech/B.E.,electronics and communication engineering, TAS,0.6823749689819306,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.6823749689819306
MCA,computer application, QLD,0.4834983870603894,computer application_MCA,60-70,60-70_computer application,MCA_ QLD,0.4834983870603894
B.Tech/B.E.,instrumentation and control engineering, NSW,0.4751968237496901,instrumentation and control engineering_B.Tech/B.E.,60-70,60-70_instrumentation and control engineering,B.Tech/B.E._ NSW,0.4751968237496901
B.Tech/B.E.,electronics and communication engineering, NT,0.8736718626632679,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.8736718626632679
B.Tech/B.E.,mechanical engineering, TAS,0.5993593358749353,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ TAS,0.5993593358749353
B.Tech/B.E.,mechanical engineering, TAS,0.9278124929504389,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ TAS,0.9278124929504389
B.Tech/B.E.,electronics and communication engineering, NT,0.3467030612014711,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NT,0.3467030612014711
B.Tech/B.E.,computer engineering, TAS,0.5091249520629838,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ TAS,0.5091249520629838
B.Tech/B.E.,computer engineering, NT,0.36474993796386135,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ NT,0.36474993796386135
B.Tech/B.E.,electronics and communication engineering, WA,0.8790859256919848,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.8790859256919848
B.Tech/B.E.,electronics & telecommunications, SA,0.40084369148864185,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ SA,0.40084369148864185
B.Tech/B.E.,computer science & engineering, TAS,0.5740937084075887,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ TAS,0.5740937084075887
B.Tech/B.E.,computer science & engineering, WA,0.6132554309819757,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ WA,0.6132554309819757
B.Tech/B.E.,computer science & engineering, ACT,0.5416093302352861,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.5416093302352861
B.Tech/B.E.,information technology, NT,0.46707572920661444,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NT,0.46707572920661444
B.Tech/B.E.,electronics and communication engineering, SA,0.6571093415145842,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ SA,0.6571093415145842
B.Tech/B.E.,electronics and communication engineering, ACT,0.9602968711227412,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.9602968711227412
B.Tech/B.E.,electronics and communication engineering, TAS,0.5632655823501546,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.5632655823501546
B.Tech/B.E.,electronics and communication engineering, NT,0.7762187281463601,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.7762187281463601
B.Tech/B.E.,information technology, VIC,0.6264296510185207,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.6264296510185207
B.Tech/B.E.,electronics and communication engineering, SA,0.35211712423018804,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ SA,0.35211712423018804
B.Tech/B.E.,electronics and electrical engineering, ACT,0.4838593245956372,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ ACT,0.4838593245956372
B.Tech/B.E.,mechanical engineering, WA,0.6968124703918429,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ WA,0.6968124703918429
B.Tech/B.E.,information technology, SA,0.8195312323760969,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ SA,0.8195312323760969
B.Tech/B.E.,electronics and communication engineering, WA,0.4730311985382031,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.4730311985382031
B.Tech/B.E.,electronics and communication engineering, VIC,0.7437343499740577,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.7437343499740577
B.Tech/B.E.,electronics and communication engineering, ACT,0.15233819847052732,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ ACT,0.15233819847052732
B.Tech/B.E.,electronics and communication engineering, WA,0.9436937445013421,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.9436937445013421
B.Tech/B.E.,computer science & engineering, SA,0.6534999661621063,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ SA,0.6534999661621063
B.Tech/B.E.,computer science & engineering, SA,0.8294570145954115,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ SA,0.8294570145954115
B.Tech/B.E.,information technology, QLD,0.36474993796386135,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ QLD,0.36474993796386135
B.Tech/B.E.,information technology, NSW,0.6498905908096281,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NSW,0.6498905908096281
B.Tech/B.E.,computer science and technology, SA,0.6986171580680819,computer science and technology_B.Tech/B.E.,80-100,80-100_computer science and technology,B.Tech/B.E._ SA,0.6986171580680819
B.Tech/B.E.,computer science & engineering, SA,0.2546639897132804,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ SA,0.2546639897132804
B.Tech/B.E.,computer engineering, VIC,0.49107807530059333,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ VIC,0.49107807530059333
B.Tech/B.E.,computer engineering, TAS,0.40084369148864185,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ TAS,0.40084369148864185
